"Madre","Serie","Padre","Nombre","Tipologia","Pesodestete","Fecha","Caso","fecs"
"2869","G8010","","","MAUTA","","1997-12-05 00:00:00","PARTO","1999-01-19 00:00:00"
"3837","G8011","","","MAUTA","","1997-12-11 00:00:00","PARTO","1999-01-19 00:00:00"
"D8018","G8012","","","MAUTA","","1997-12-12 00:00:00","PARTO","1999-01-19 00:00:00"
"1527","G8013","","","MAUTA","","1997-12-13 00:00:00","PARTO","1999-01-19 00:00:00"
"231","G8014","","","MAUTE","","1997-12-13 00:00:00","PARTO",""
"3808","G8015","","","MAUTA","","1997-12-14 00:00:00","PARTO","1999-01-19 00:00:00"
"586","G8016","","","MAUTE","","1997-12-15 00:00:00","PARTO",""
"571","G8017","","","MAUTE","","1997-12-16 00:00:00","PARTO",""
"8588","G8018","","","MAUTE","","1997-12-16 00:00:00","PARTO",""
"4862","G8019","","","MAUTE","","1997-12-17 00:00:00","PARTO",""
"3809","G8020","","","MAUTE","","1997-12-17 00:00:00","PARTO",""
"81","G8022","","","MAUTA","","1997-12-21 00:00:00","PARTO","1999-01-19 00:00:00"
"4859","G8023","","","MAUTA","","1997-12-21 00:00:00","PARTO","1999-01-19 00:00:00"
"2829","G8024","","","MAUTE","","1997-12-21 00:00:00","PARTO",""
"4860","G8025","","","MAUTE","","1997-12-22 00:00:00","PARTO",""
"3801","G8026","","","MAUTA","","1997-12-22 00:00:00","PARTO","1999-01-19 00:00:00"
"4867","G8027","","","MAUTE","","1997-12-22 00:00:00","PARTO",""
"4828","G8028","","","MAUTE","","1997-12-22 00:00:00","PARTO",""
"4852","G8029","","","MAUTE","","1997-12-23 00:00:00","PARTO",""
"114","G8030","","","MAUTE","","1997-12-24 00:00:00","PARTO",""
"549","G8031","","","MAUTE","","1997-12-27 00:00:00","PARTO",""
"1549","G8032","","","MAUTA","","1997-12-29 00:00:00","PARTO","1999-01-19 00:00:00"
"4893","G8033","","","MAUTA","","1998-01-01 00:00:00","PARTO",""
"1595","G8034","","","MAUTA","","1998-01-07 00:00:00","PARTO","1999-01-19 00:00:00"
"3813","G8035","","","MAUTE","","1998-01-07 00:00:00","PARTO",""
"2801","G8036","","","MAUTA","","1998-01-08 00:00:00","PARTO","1999-01-19 00:00:00"
"D8012","G8037","","","MAUTE","","1998-01-09 00:00:00","PARTO",""
"7017","G8038","","","MAUTA","","1998-01-09 00:00:00","PARTO","1999-01-19 00:00:00"
"2832","G8039","","","MAUTA","","1998-01-10 00:00:00","PARTO","1999-01-19 00:00:00"
"4863","G8040","","","MAUTE","","1998-01-12 00:00:00","PARTO",""
"7003","G8041","","","MAUTA","","1998-01-13 00:00:00","PARTO","1999-01-19 00:00:00"
"1602","G8042","","","MAUTE","","1998-01-17 00:00:00","PARTO",""
"6515","G8043","","","MAUTE","","1998-01-21 00:00:00","PARTO",""
"9570","G8044","","","MAUTE","","1998-01-25 00:00:00","PARTO",""
"2806","G8045","","","MAUTE","","1998-01-26 00:00:00","PARTO",""
"D8038","G8046","","","MAUTE","","1998-01-28 00:00:00","PARTO",""
"9586","G8047","","","MAUTE","","1998-02-02 00:00:00","PARTO",""
"1599","G8048","","","BECERRA","","1998-02-07 00:00:00","PARTO",""
"3854","G8051","","","MAUTA","","1998-03-07 00:00:00","PARTO","1999-01-19 00:00:00"
"2828","G8052","","","MAUTA","","1998-03-07 00:00:00","PARTO","1999-01-19 00:00:00"
"D6028","G8053","","","MAUTA","","1998-03-07 00:00:00","PARTO","1999-01-19 00:00:00"
"D8056","G8054","","","BECERRA","","1998-03-07 00:00:00","PARTO","1998-03-09 00:00:00"
"6516","G8055","","","MAUTA","","1998-03-07 00:00:00","PARTO","1999-01-19 00:00:00"
"D8035","G8056","","","BECERRA","","1998-03-07 00:00:00","PARTO","1998-04-18 00:00:00"
"187","G8057","","","MAUTA","","1998-03-07 00:00:00","PARTO","1999-01-19 00:00:00"
"585","G8058","","","MAUTA","","1998-03-19 00:00:00","PARTO","1999-01-19 00:00:00"
"1512","G8059","","","MAUTA","","1998-03-19 00:00:00","PARTO","1999-01-19 00:00:00"
"D8001","G8060","","","MAUTE","","1998-03-19 00:00:00","PARTO",""
"7510","G8061","","","MAUTE","","1998-03-19 00:00:00","PARTO",""
"3816","G8062","","","MAUTE","","1998-03-19 00:00:00","PARTO",""
"2816","G8063","","","MAUTE","","1998-03-19 00:00:00","PARTO",""
"8554","G8064","","","MAUTA","","1998-03-19 00:00:00","PARTO","1999-01-19 00:00:00"
"1591","G8065","","","BECERRO","","1998-03-19 00:00:00","PARTO","1998-05-27 00:00:00"
"4833","G8066","","","BECERRO","","1998-03-19 00:00:00","PARTO","1998-03-20 00:00:00"
"D6014","G8067","","","MAUTA","","1998-04-16 00:00:00","PARTO",""
"2827","G8068","","","MAUTA","","1998-04-16 00:00:00","PARTO",""
"2811","G8069","","","MAUTA","","1998-04-16 00:00:00","PARTO",""
"4810","G8070","","","MAUTA","","1998-04-16 00:00:00","PARTO",""
"7016","G8071","","","MAUTE","","1998-04-16 00:00:00","PARTO",""
"D8031","G8072","","","MAUTA","","1998-04-16 00:00:00","PARTO",""
"D8125","G8073","5263","","MAUTE","","1998-04-16 00:00:00","PARTO",""
"D8071","G8074","","","MAUTA","","1998-04-16 00:00:00","PARTO",""
"D8017","G8075","","","BECERRO","","1998-04-16 00:00:00","PARTO","1998-04-25 00:00:00"
"4811","G8076","","","MAUTE","","1998-04-16 00:00:00","PARTO",""
"D8060","G8077","","","MAUTE","","1998-04-16 00:00:00","PARTO",""
"8551","G8078","","","MAUTA","","1998-04-16 00:00:00","PARTO",""
"D8007","G8079","","","MAUTA","","1998-04-16 00:00:00","PARTO",""
"3826","G8080","","","MAUTE","","1998-04-16 00:00:00","PARTO",""
"7599","G8081","","","MAUTE","","1998-04-16 00:00:00","PARTO",""
"1572","G8082","","","MAUTE","","1998-04-16 00:00:00","PARTO",""
"2844","G8083","","","MAUTE","","1998-05-18 00:00:00","PARTO",""
"4801","G8084","","","MAUTA","","1998-05-18 00:00:00","PARTO",""
"D8082","G8085","5263","","MAUTA","","1998-05-18 00:00:00","PARTO",""
"D8051","G8086","","","BECERRA","","1998-05-18 00:00:00","PARTO","1998-06-18 00:00:00"
"3815","G8087","","","MAUTE","","1998-05-18 00:00:00","PARTO",""
"D8021","G8088","","","MAUTE","","1998-05-18 00:00:00","PARTO",""
"D8044","G8089","","","MAUTA","","1998-06-15 00:00:00","PARTO",""
"2826","G8090","","","MAUTA","","1998-06-15 00:00:00","PARTO",""
"D8070","G8091","","","MAUTA","","1998-06-15 00:00:00","PARTO",""
"D8107","G8092","","","MAUTE","","1998-06-15 00:00:00","PARTO",""
"4874","G8093","","","MAUTA","","1998-06-15 00:00:00","PARTO",""
"557","G8094","","","MAUTA","","1998-02-08 00:00:00","PARTO",""
"D8058","G8095","","","MAUTA","","1998-02-08 00:00:00","PARTO",""
"D8053","G8096","","","MAUTE","","1998-07-02 00:00:00","PARTO",""
"2871","G8097","","","MAUTA","","1998-07-02 00:00:00","PARTO",""
"3865","G8098","","","MAUTA","","1998-04-18 00:00:00","PARTO",""
"2845","G8099","","","MAUTE","","1998-07-15 00:00:00","PARTO",""
"4835","G8100","","","MAUTE","","1998-07-28 00:00:00","PARTO",""
"7635","G8101","","","MAUTA","","1998-07-28 00:00:00","PARTO",""
"D8072","G8102","5263","","MAUTA","","1998-07-28 00:00:00","PARTO",""
"4869","G8103","","","MAUTA","","1998-07-28 00:00:00","PARTO",""
"2861","G8104","","","MAUTE","","1998-07-28 00:00:00","PARTO",""
"D8059","G8105","","","BECERRA","","1998-07-28 00:00:00","PARTO","1998-08-20 00:00:00"
"4842","G8106","","","MAUTE","","1998-07-31 00:00:00","PARTO",""
"4815","G8107","","","MAUTA","","1998-07-31 00:00:00","PARTO",""
"D8040","G8108","5263","","MAUTA","","1998-07-31 00:00:00","PARTO",""
"4853","G8109","","","MAUTA","","1998-08-05 00:00:00","PARTO",""
"4814","G8110","","","MAUTE","","1998-08-05 00:00:00","PARTO",""
"8562","G8111","","","MAUTE","","1998-08-05 00:00:00","PARTO",""
"4832","G8112","","","MAUTE","","1998-08-05 00:00:00","PARTO",""
"4840","G8113","","","MAUTA","","1998-08-05 00:00:00","PARTO",""
"D8068","G8114","5263","","MAUTE","","1998-08-05 00:00:00","PARTO",""
"D8126","G8115","5263","","MAUTE","","1998-08-05 00:00:00","PARTO",""
"4837","G8116","","","MAUTE","","1998-08-05 00:00:00","PARTO",""
"4813","G8117","","","MAUTE","","1998-08-05 00:00:00","PARTO",""
"D6002","G8118","","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"D8075","G8119","","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"D8096","G8120","5263","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"D8097","G8121","5263","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"D0118","G8122","5263","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"D0159","G8123","5263","","MAUTE","","1998-08-18 00:00:00","PARTO",""
"D8113","G8124","","","MAUTE","","1998-08-18 00:00:00","PARTO",""
"D8146","G8125","","","MAUTE","","1998-08-18 00:00:00","PARTO",""
"204","G8126","","","MAUTE","","1998-08-18 00:00:00","PARTO",""
"D8083","G8127","5263","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"4847","G8128","","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"7018","G8129","","","MAUTE","","1998-08-18 00:00:00","PARTO",""
"8536","G8130","","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"4851","G8131","","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"D8077","G8132","5263","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"D0173","G8133","5263","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"D8103","G8134","","","MAUTA","","1998-08-18 00:00:00","PARTO",""
"1539","G8135","","","MAUTE","","1998-04-16 00:00:00","PARTO",""
"1557","G8136","","","MAUTE","","1998-05-18 00:00:00","PARTO",""
"6511","G8137","","","MAUTE","","1998-09-09 00:00:00","PARTO",""
"D8101","G8138","","","MAUTE","","1998-09-09 00:00:00","PARTO",""
"D8086","G8139","5263","","MAUTE","","1998-09-09 00:00:00","PARTO",""
"558","G8140","","","MAUTA","","1998-09-09 00:00:00","PARTO",""
"D8148","G8141","","","MAUTE","","1998-09-17 00:00:00","PARTO",""
"224","G8142","","","MAUTA","","1998-09-17 00:00:00","PARTO",""
"505","G8143","","","MAUTA","","1998-09-17 00:00:00","PARTO",""
"D8128","G8144","","","MAUTA","","1998-09-17 00:00:00","PARTO",""
"3828","G8145","","","MAUTA","","1998-09-22 00:00:00","PARTO",""
"D8046","G8146","5263","","MAUTE","","1998-09-22 00:00:00","PARTO",""
"7013","G8147","","","MAUTE","","1998-09-22 00:00:00","PARTO",""
"4870","G8148","","","MAUTA","","1998-09-22 00:00:00","PARTO",""
"589","G8149","","","BECERRO","","1998-10-07 00:00:00","PARTO",""
"529","G8150","","","BECERRA","","1998-10-07 00:00:00","PARTO",""
"2814","G8151","","","BECERRO","","1998-10-07 00:00:00","PARTO",""
"4846","G8152","","","BECERRA","","1998-10-07 00:00:00","PARTO",""
"D8115","G8153","","","BECERRA","","1998-10-07 00:00:00","PARTO",""
"2862","G8154","","","BECERRO","","1998-10-07 00:00:00","PARTO",""
"1529","G8155","","","BECERRA","","1998-10-07 00:00:00","PARTO",""
"2808","G8156","","","BECERRA","","1998-10-28 00:00:00","PARTO",""
"8516","G8157","","","BECERRA","","1998-10-28 00:00:00","PARTO",""
"9546","G8158","","","BECERRO","","1998-10-28 00:00:00","PARTO",""
"586","G8159","","","BECERRO","","1998-10-28 00:00:00","PARTO",""
"581","G8160","","","BECERRA","","1998-10-28 00:00:00","PARTO",""
"4830","G8162","","","BECERRA","","1998-10-28 00:00:00","PARTO",""
"2852","G8163","","","BECERRO","","1998-10-28 00:00:00","PARTO",""
"7014","G8164","","","BECERRO","","1998-10-28 00:00:00","PARTO",""
"3808","G8165","","","BECERRO","","1998-11-10 00:00:00","PARTO",""
"9557","G8166","","","BECERRA","","1998-11-10 00:00:00","PARTO",""
"8588","G8167","","","BECERRA","","1998-11-10 00:00:00","PARTO",""
"D0141","G8168","5263","","BECERRA","","1998-11-10 00:00:00","PARTO",""
"4836","G8169","","","BECERRO","","1998-11-10 00:00:00","PARTO",""
"3837","G8170","","","BECERRA","","1998-11-12 00:00:00","PARTO",""
"4864","G8171","","","BECERRO","","1998-11-12 00:00:00","PARTO",""
"D8087","G8172","","","BECERRO","","1998-11-12 00:00:00","PARTO",""
"D80990","G8173","","","BECERRA","","1998-11-20 00:00:00","PARTO",""
"D8112","G8174","","","BECERRA","","1998-11-20 00:00:00","PARTO",""
"D8145","G8175","","","BECERRA","","1998-11-23 00:00:00","PARTO",""
"D8110","G8176","","","BECERRA","","1998-11-24 00:00:00","PARTO",""
"2869","G8177","","","BECERRA","","1998-11-24 00:00:00","PARTO",""
"1602","G8178","","","BECERRA","","1998-11-27 00:00:00","PARTO",""
"3813","G8179","","","BECERRO","","1998-11-27 00:00:00","PARTO",""
"231","G8180","","","BECERRO","","1998-11-29 00:00:00","PARTO",""
"D8133","G8181","","","BECERRA","","1998-12-02 00:00:00","PARTO",""
"D8131","H8001","","","BECERRA","","1998-12-03 00:00:00","PARTO",""
"D8048","H8002","","","BECERRA","","1998-12-05 00:00:00","PARTO","1999-04-03 00:00:00"
"E8019","H8003","","","BECERRO","","1998-12-07 00:00:00","PARTO",""
"D8132","H8004","","","BECERRA","","1998-12-09 00:00:00","PARTO","1999-05-14 00:00:00"
"4872","H8005","","","BECERRO","","1998-12-11 00:00:00","PARTO",""
"D8130","H8006","","","BECERRO","","1998-12-17 00:00:00","PARTO",""
"E8037","H8007","","","BECERRA","","1998-12-19 00:00:00","PARTO",""
"9586","H8008","","","BECERRO","","1998-12-19 00:00:00","PARTO",""
"549","H8009","","","BECERRA","","1998-12-20 00:00:00","PARTO",""
"6078","H8010","","","BECERRO","","1998-12-20 00:00:00","PARTO",""
"6074","H8011","","","BECERRO","","1998-12-23 00:00:00","PARTO",""
"D8150","H8012","","","BECERRA","","1998-12-29 00:00:00","PARTO",""
"D8088","H8013","","","BECERRA","","1998-12-30 00:00:00","PARTO",""
"3801","H8014","","","BECERRO","","1999-01-04 00:00:00","PARTO","1999-01-21 00:00:00"
"E8004","H8015","","","BECERRA","","1999-01-04 00:00:00","PARTO",""
"D8141","H8016","","","BECERRA","","1999-01-09 00:00:00","PARTO",""
"D8076","H8017","","","BECERRO","","1999-01-11 00:00:00","PARTO",""
"D8153","H8018","","","BECERRA","","1999-01-11 00:00:00","PARTO",""
"D8018","H8019","","","BECERRA","","1999-01-16 00:00:00","PARTO",""
"D8109","H8020","","","MAUTA","185","1999-01-18 00:00:00","PARTO",""
"2829","H8021","","","BECERRA","","1999-01-19 00:00:00","PARTO",""
"D8057","H8022","","","BECERRA","","1999-02-12 00:00:00","PARTO",""
"1557","H8023","","","BECERRO","","1999-02-14 00:00:00","PARTO",""
"6515","H8024","","","BECERRO","","1999-02-15 00:00:00","PARTO",""
"6515","H8025","","","BECERRA","","1999-02-15 00:00:00","PARTO",""
"7510","H8026","","","BECERRA","","1999-02-19 00:00:00","PARTO",""
"557","H8027","","","BECERRA","","1999-02-21 00:00:00","PARTO",""
"7017","H8028","","","BECERRA","","1999-02-25 00:00:00","PARTO",""
"D8001","H8029","","","BECERRO","","1999-02-25 00:00:00","PARTO",""
"8554","H8030","","","BECERRO","","1999-03-02 00:00:00","PARTO",""
"4811","H8031","","","BECERRO","","1999-03-02 00:00:00","PARTO",""
"8551","H8032","","","BECERRA","","1999-03-05 00:00:00","PARTO","1999-04-05 00:00:00"
"7003","H8033","","","BECERRO","","1999-03-06 00:00:00","PARTO",""
"4863","H8034","","","BECERRO","","1999-03-07 00:00:00","PARTO",""
"D8042","H8035","","","BECERRO","","1999-03-11 00:00:00","PARTO",""
"1572","H8036","","","BECERRA","","1999-03-11 00:00:00","PARTO",""
"1599","H8037","","","BECERRA","","1999-03-14 00:00:00","PARTO",""
"2816","H8038","","","BECERRO","","1999-03-16 00:00:00","PARTO",""
"D8007","H8039","","","BECERRA","","1999-03-16 00:00:00","PARTO",""
"2811","H8040","","","BECERRO","","1999-03-21 00:00:00","PARTO",""
"1549","H8041","","","MAUTE","190","1999-03-24 00:00:00","PARTO",""
"2827","H8042","","","BECERRA","","1999-03-25 00:00:00","PARTO",""
"4819","H8043","","","BECERRA","","1999-03-28 00:00:00","PARTO",""
"2806","H8044","","","BECERRA","","1999-04-02 00:00:00","PARTO",""
"3816","H8045","","","BECERRO","","1999-04-04 00:00:00","PARTO",""
"4874","H8046","","","BECERRA","","1999-04-06 00:00:00","PARTO",""
"9514","H8047","","","BECERRA","","1999-04-12 00:00:00","PARTO",""
"D8084","H8048","","","MAUTE","162","1998-02-02 00:00:00","PARTO",""
"3815","H8049","","","BECERRA","","1999-04-17 00:00:00","PARTO",""
"1579","H8050","","","MAUTE","162","1998-02-01 00:00:00","PARTO",""
"          02","h02","","","BECERRO","","2000-12-25 00:00:00","PARTO",""
"          27","h27","","","BECERRO","","2000-10-28 00:00:00","PARTO",""
"004","004/B","P-407","","BECERRO","","2001-06-22 00:00:00","PARTO",""
"003JB","003jb/b","299","","BECERRO","","2001-06-22 00:00:00","PARTO",""
"011","011b","93627M","","MAUTA","180","2001-06-22 00:00:00","PARTO",""
"1529","1529/B","","","BECERRO","","2001-06-26 00:00:00","PARTO",""
"1549","1549/B","P-407","","BECERRO","","2001-07-03 00:00:00","PARTO",""
"005G","005g-b","","","BECERRA","","2003-04-29 00:00:00","PARTO","2003-05-02 00:00:00"
"006","006-b","205","becerro 006-b","BECERRO","","2003-04-29 00:00:00","PARTO","2003-05-02 00:00:00"
"007","007-1","","bec 007-1","MAUTE","","2003-04-29 00:00:00","PARTO",""
"007","007-2","","BECERRO 007-2","BECERRO","","2003-05-02 00:00:00","PARTO",""
"  1710","23330","","","NOVILLA","205","2003-10-08 00:00:00","PARTO","2012-05-08 00:00:00"
"9086","25204","","","VACA VACIA SIN CRIA","180","2005-09-08 00:00:00","PARTO","2012-05-08 00:00:00"
"  5575","25290","","","VACA VACIA SIN CRIA","195","2005-09-27 00:00:00","PARTO","2012-05-08 00:00:00"
"     9","33427","","","BECERRA","","2014-10-18 00:00:00","PARTO",""
"          27","2526","","","VACA VACIA","180","2014-04-19 00:00:00","PARTO",""
"2526","3456","4224","","BECERRA","","2014-11-19 00:00:00","PARTO",""
"014JB","0022","","","BECERRA","","2014-11-27 00:00:00","PARTO",""
"88","881","583","","BECERRA","","2014-12-08 00:00:00","PARTO",""
"85","0085","583","","BECERRA","","2014-12-08 00:00:00","PARTO",""
"85","00085","583","","BECERRO","","2014-12-08 00:00:00","PARTO",""
"77","0077","","","BECERRA","","2014-12-08 00:00:00","PARTO",""
"89","0089","205","","BECERRA","","2014-12-08 00:00:00","PARTO",""
"25","0025","","","BECERRA","","2014-12-08 00:00:00","PARTO",""
"6210","NINGUNO","","","","","","PREÑEZ",""
"96186","NINGUNO","","","","","","PREÑEZ",""
"          01"," ","","","","",""," ",""
"          02"," ","","","","",""," ",""
"          04"," ","","","","",""," ",""
"          05"," ","","","","",""," ",""
"          27"," ","","","","",""," ",""
"     9"," ","","","","",""," ",""
"   134"," ","","","","",""," ",""
"    16"," ","","","","",""," ",""
"   135"," ","","","","",""," ",""
"   211"," ","","","","",""," ",""
"   243"," ","","","","",""," ",""
"   5/2"," ","","","","",""," ",""
"   609"," ","","","","",""," ",""
"   614"," ","","","","",""," ",""
"   616"," ","","","","",""," ",""
"   621"," ","","","","",""," ",""
"   668"," ","","","","",""," ",""
"   670"," ","","","","",""," ",""
"   684"," ","","","","",""," ",""
"   702"," ","","","","",""," ",""
"   710"," ","","","","",""," ",""
"   722"," ","","","","",""," ",""
"   731"," ","","","","",""," ",""
"   735"," ","","","","",""," ",""
"   747"," ","","","","",""," ",""
"   749"," ","","","","",""," ",""
"   787"," ","","","","",""," ",""
"   900"," ","","","","",""," ",""
"   956"," ","","","","",""," ",""
"   959"," ","","","","",""," ",""
"   963"," ","","","","",""," ",""
"45200"," ","","","","",""," ",""
"49501"," ","","","","",""," ",""
"00/52"," ","","","","",""," ",""
"00/2"," ","","","","",""," ",""
"00/39"," ","","","","",""," ",""
"00/71"," ","","","","",""," ",""
"00/73"," ","","","","",""," ",""
"00/74"," ","","","","",""," ",""
"8095"," ","","","","",""," ",""
"8099"," ","","","","",""," ",""
"8112"," ","","","","",""," ",""
"8122"," ","","","","",""," ",""
"8141"," ","","","","",""," ",""
"10021"," ","","","","",""," ",""
"10024"," ","","","","",""," ",""
"10036"," ","","","","",""," ",""
"22369"," ","","","","",""," ",""
"22456"," ","","","","",""," ",""
"23221"," ","","","","",""," ",""
"23406"," ","","","","",""," ",""
"24077"," ","","","","",""," ",""
"25040"," ","","","","",""," ",""
"25049"," ","","","","",""," ",""
"25077"," ","","","","",""," ",""
"25108"," ","","","","",""," ",""
"25118"," ","","","","",""," ",""
"25120"," ","","","","",""," ",""
"25208"," ","","","","",""," ",""
"25258"," ","","","","",""," ",""
"25342"," ","","","","",""," ",""
"25343"," ","","","","",""," ",""
"003JB"," ","","","","",""," ",""
"003RS"," ","","","","",""," ",""
"004"," ","","","","",""," ",""
"005"," ","","","","",""," ",""
"005G"," ","","","","",""," ",""
"006"," ","","","","",""," ",""
"007"," ","","","","",""," ",""
