"SERIE","SEXO","PESDES","PESO","DIFDIA","DIFPES","PESOI","PA1","PA2","PA3","PA4","C1","C2","C3","C4","VR1","VR2","VR3","VR4","GDP","RAZA","LOTE","TIPO","FNAC"
"003","-","0","450","","","450","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO CARORA","9 TUY","MAUTE","1995-12-01 00:00:00"
"0201","-","","600","","","400","0","0","0","606","0","0","0","1","0","0","0","100","0.081","MESTIZO CARORA","13 MA","MAUTE","1997-11-23 00:00:00"
"2812M","-","0","0","","","494","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","","MAUTE","1992-04-16 00:00:00"
"2813M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1992-04-27 00:00:00"
"2826M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1992-07-24 00:00:00"
"2832M","-","0","390","","","390","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","","MAUTE","1992-09-19 00:00:00"
"2835M","-","0","0","","","464","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","","MAUTE","1993-06-08 00:00:00"
"2838M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1992-09-24 00:00:00"
"2840M","-","0","0","","","496","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","","MAUTE","1992-10-08 00:00:00"
"2841M","-","0","0","","","486","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","","MAUTE","1992-10-01 00:00:00"
"2847M","-","0","448","","","448","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1992-11-02 00:00:00"
"2848M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1992-11-02 00:00:00"
"2852M","-","0","452","","","452","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1992-11-07 00:00:00"
"2853M","-","0","0","","","540","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1992-11-09 00:00:00"
"2855M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1992-12-03 00:00:00"
"2857M","-","0","430","","","430","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1992-12-04 00:00:00"
"2859M","-","0","520","","","520","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1992-12-05 00:00:00"
"2863M","-","0","0","","","610","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-12-21 00:00:00"
"2864M","-","0","0","","","470","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1992-12-23 00:00:00"
"3003M","-","0","460","","","378","0","0","0","0","0","0","0","0","0","0","0","0","0.667","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-01-23 00:00:00"
"3012M","-","0","494","","","436","0","0","0","0","0","0","0","0","0","0","0","0","0.824","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-02 00:00:00"
"3021M","-","0","478","","","359","472","0","0","0","2","0","0","0","97.8583127734124","0","0","0","0.921","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-02-05 00:00:00"
"3026M","-","0","516","","","366","530","0","0","0","1","0","0","0","109.883274936247","0","0","0","1","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-08 00:00:00"
"3028M","-","0","500","","","344","492","0","0","0","2","0","0","0","102.004851450252","0","0","0","1.048","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-02-08 00:00:00"
"3034M","-","0","460","","","334","0","0","0","0","0","0","0","0","0","0","0","0","1.238","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-02-08 00:00:00"
"3045M","-","0","558","","","440","0","0","0","0","0","0","0","0","0","0","0","0","1.429","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-13 00:00:00"
"3051M","-","0","470","","","345","0","0","0","0","0","0","0","0","0","0","0","0","0.722","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-13 00:00:00"
"3063M","-","0","476","","","310","468","0","0","0","2","0","0","0","97.0290050380445","0","0","0","1.048","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-02-18 00:00:00"
"3066M","-","0","484","","","355","496","0","0","0","2","0","0","0","102.83415918562","0","0","0","0.588","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-18 00:00:00"
"3067M","-","0","496","","","370","508","0","0","0","1","0","0","0","105.322082391724","0","0","0","0.765","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-22 00:00:00"
"3074M","-","0","488","","","420","0","0","0","0","0","0","0","0","0","0","0","0","0.824","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-22 00:00:00"
"3075M","-","0","470","","","355","481","0","0","0","2","0","0","0","99.7242551779902","0","0","0","0.235","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-22 00:00:00"
"3079M","-","0","500","","","350","514","0","0","0","1","0","0","0","106.566043994775","0","0","0","1.118","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-22 00:00:00"
"3087M","-","0","520","","","315","0","0","0","0","0","0","0","0","0","0","0","0","1.389","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-24 00:00:00"
"3089M","-","0","476","","","361","487","0","0","0","2","0","0","0","100.968216781042","0","0","0","0.118","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-24 00:00:00"
"3091M","-","0","498","","","371","0","0","0","0","0","0","0","0","0","0","0","0","0.722","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-26 00:00:00"
"3092M","-","0","562","","","500","0","0","0","0","0","0","0","0","0","0","0","0","2.214","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-27 00:00:00"
"3097M","-","0","490","","","351","483","0","0","0","2","0","0","0","100.138909045674","0","0","0","0.889","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-01 00:00:00"
"3100M","-","0","482","","","355","476","0","0","0","2","0","0","0","98.6876205087803","0","0","0","0.508","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-02 00:00:00"
"3110M","-","0","500","","","343","515","0","0","0","1","0","0","0","106.773370928617","0","0","0","1.118","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-06 00:00:00"
"3111M","-","0","498","","","365","511","0","0","0","1","0","0","0","105.944063193249","0","0","0","0.529","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-08 00:00:00"
"3125M","-","0","480","","","320","472","0","0","0","2","0","0","0","97.8583127734124","0","0","0","0.794","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-10 00:00:00"
"3127M","-","0","502","","","374","496","0","0","0","2","0","0","0","102.83415918562","0","0","0","0.825","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-10 00:00:00"
"3132M","-","0","480","","","332","472","0","0","0","2","0","0","0","97.8583127734124","0","0","0","0.794","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-15 00:00:00"
"3134M","-","0","492","","","336","484","0","0","0","2","0","0","0","100.346235979516","0","0","0","0.825","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-15 00:00:00"
"3136M","-","0","478","","","400","0","0","0","0","0","0","0","0","0","0","0","0","1.238","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-15 00:00:00"
"3139M","-","0","514","","","383","527","0","0","0","1","0","0","0","109.261294134721","0","0","0","1.118","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-17 00:00:00"
"3142M","-","0","498","","","390","508","0","0","0","1","0","0","0","105.322082391724","0","0","0","0.765","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-17 00:00:00"
"3148M","-","0","500","","","365","513","0","0","0","1","0","0","0","106.358717060933","0","0","0","0.882","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-22 00:00:00"
"3165M","-","0","498","","","383","492","0","0","0","2","0","0","0","102.004851450252","0","0","0","0.762","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-04-03 00:00:00"
"3168M","-","0","492","","","458","0","0","0","0","0","0","0","0","0","0","0","0","0.54","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-04-07 00:00:00"
"3170M","-","0","490","","","482","0","0","0","0","0","0","0","0","0","0","0","0","0.235","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-04-10 00:00:00"
"3177M","-","0","490","","","358","503","0","0","0","2","0","0","0","104.285447722514","0","0","0","0.588","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-04-21 00:00:00"
"3179M","-","0","498","","","333","490","0","0","0","2","0","0","0","101.590197582568","0","0","0","1.016","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-04-21 00:00:00"
"3181M","-","0","488","","","420","0","0","0","0","0","0","0","0","0","0","0","0","1.079","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-04-21 00:00:00"
"3183M","-","0","484","","","333","476","0","0","0","2","0","0","0","98.6876205087803","0","0","0","1.016","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-04-21 00:00:00"
"3190M","-","0","486","","","331","501","0","0","0","2","0","0","0","103.87079385483","0","0","0","0.529","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-04-28 00:00:00"
"3193M","-","0","484","","","347","477","0","0","0","2","0","0","0","98.8949474426223","0","0","0","0.794","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-04-28 00:00:00"
"3209M","-","0","490","","","408","0","0","0","0","0","0","0","0","0","0","0","0","1.302","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-05-06 00:00:00"
"3212M","-","0","480","","","321","472","0","0","0","2","0","0","0","97.8583127734124","0","0","0","0.571","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-05-11 00:00:00"
"3250M","-","0","420","","","150","0","0","0","0","0","0","0","0","0","0","0","0","0.311","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-06-09 00:00:00"
"3268M","-","0","476","","","351","0","0","0","0","0","0","0","0","0","0","0","0","1","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-06-21 00:00:00"
"3271M","-","0","482","","","365","493","0","0","0","2","0","0","0","102.212178384094","0","0","0","0.588","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-06-21 00:00:00"
"3276M","-","0","476","","","335","469","0","0","0","2","0","0","0","97.2363319718865","0","0","0","0.889","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-06-25 00:00:00"
"3293M","-","0","478","","","152","0","0","0","0","0","0","0","0","0","0","0","0","1.175","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-07-03 00:00:00"
"3353M","-","0","490","","","333","0","500","0","0","0","1","0","0","0","121.616033857904","0","0","0.609","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-10-20 00:00:00"
"3603M","-","0","470","","","400","0","0","0","0","0","0","0","0","0","0","0","0","0.833","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-01-15 00:00:00"
"3612M","-","0","574","","","520","0","0","0","0","0","0","0","0","0","0","0","0","1.929","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-04 00:00:00"
"3619M","-","0","510","","","420","0","0","0","0","0","0","0","0","0","0","0","0","1.429","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-02-28 00:00:00"
"3622M","-","0","490","","","426","0","0","0","0","0","0","0","0","0","0","0","0","1.016","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-20 00:00:00"
"3624M","-","0","480","","","134","0","0","0","0","0","0","0","0","0","0","0","0","1.27","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-06-19 00:00:00"
"3629M","-","0","520","","","431","0","0","0","0","0","0","0","0","0","0","0","0","1.056","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-04-20 00:00:00"
"3630M","-","0","484","","","377","494","0","0","0","2","0","0","0","102.419505317936","0","0","0","0.647","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-04-21 00:00:00"
"3631M","-","0","476","","","160","0","0","0","0","0","0","0","0","0","0","0","0","1.206","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-04-21 00:00:00"
"3662M","-","0","450","","","418","0","0","0","0","0","0","0","0","0","0","0","0","0.508","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-09-18 00:00:00"
"3667M","-","0","498","","","356","512","0","0","0","1","0","0","0","106.151390127091","0","0","0","0.882","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-11-11 00:00:00"
"3801M","-","0","0","","","450","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-01-04 00:00:00"
"3802M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-01-04 00:00:00"
"3804M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-01-20 00:00:00"
"3807M","-","0","0","","","574","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-01-24 00:00:00"
"3809M","-","0","0","","","570","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-04 00:00:00"
"3810M","-","0","0","","","540","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-04 00:00:00"
"3812M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-02-15 00:00:00"
"3813M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BRAHMAN","5 MAU","MAUTE","1993-02-18 00:00:00"
"3814M","-","0","450","","","520","0","0","0","0","0","0","0","0","0","0","0","0","-1.667","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-02-20 00:00:00"
"3815M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-02-21 00:00:00"
"3817M","-","0","568","","","454","0","0","0","0","0","0","0","0","0","0","0","0","3.931","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-05 00:00:00"
"3818M","-","0","640","","","422","0","0","0","0","0","0","0","0","0","0","0","0","3","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-10 00:00:00"
"3819M","-","0","0","","","518","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-12 00:00:00"
"3820M","-","0","484","","","314","420","482","0","0","3","2","0","0","87.0773122136297","117.237856639019","0","0","0.698","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-03-14 00:00:00"
"3821M","-","0","490","","","424","0","0","0","0","0","0","0","0","0","0","0","0","0.714","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-03-14 00:00:00"
"3823M","-","0","520","","","418","0","0","0","0","0","0","0","0","0","0","0","0","1.114","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-04-14 00:00:00"
"3825M","-","0","546","","","484","0","0","0","0","0","0","0","0","0","0","0","0","0.943","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-04-20 00:00:00"
"3826M","-","0","524","","","440","0","0","0","0","0","0","0","0","0","0","0","0","0.629","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-05-09 00:00:00"
"3827M","-","0","522","","","390","520","0","0","0","1","0","0","0","107.810005597827","0","0","0","0.818","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-05-11 00:00:00"
"3829M","-","0","510","","","510","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-05-16 00:00:00"
"3830M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-05-17 00:00:00"
"3831M","-","0","566","","","432","564","0","0","0","1","0","0","0","116.932390686874","0","0","0","0.818","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-05-28 00:00:00"
"3832M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-05-30 00:00:00"
"3833M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-05-30 00:00:00"
"3834M","-","0","506","","","340","455","0","0","0","2","0","0","0","94.3337548980988","0","0","0","0.714","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-06-08 00:00:00"
"3835M","-","0","490","","","446","0","0","0","0","0","0","0","0","0","0","0","0","0.6","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-06-08 00:00:00"
"3836M","-","0","480","","","354","460","489","0","0","2","2","0","0","95.3703895673087","118.94048111303","0","0","0.294","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-06-10 00:00:00"
"3838M","-","0","520","","","428","0","0","0","0","0","0","0","0","0","0","0","0","1.2","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-07-20 00:00:00"
"3839M","-","0","520","","","462","0","0","0","0","0","0","0","0","0","0","0","0","1","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-07-20 00:00:00"
"3840M","-","0","416","","","326","365","0","0","0","4","0","0","0","75.674330852321","0","0","0","0.814","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-07-23 00:00:00"
"3841M","-","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-08-03 00:00:00"
"3842M","-","0","528","","","390","526","0","0","0","1","0","0","0","109.053967200879","0","0","0","0.909","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-08-03 00:00:00"
"3843M","-","0","440","","","346","421","0","0","0","3","0","0","0","87.2846391474717","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-08-06 00:00:00"
"3844M","-","0","309","","","309","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1993-08-15 00:00:00"
"3845M","-","0","512","","","370","482","0","0","0","2","0","0","0","99.9315821118322","0","0","0","0.5","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-08-29 00:00:00"
"3846M","-","0","0","","","440","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-09-09 00:00:00"
"3847M","-","0","568","","","390","491","0","0","0","2","0","0","0","101.79752451641","0","0","0","1.643","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-09-07 00:00:00"
"3848M","-","0","510","","","416","0","0","0","0","0","0","0","0","0","0","0","0","1.029","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-09-12 00:00:00"
"3849M","-","0","514","","","362","488","0","0","0","2","0","0","0","101.175543714884","0","0","0","0.643","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-09-27 00:00:00"
"3850M","-","0","500","","","410","0","0","0","0","0","0","0","0","0","0","0","0","0.643","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-09-28 00:00:00"
"3851M","-","0","520","","","362","470","0","0","0","2","0","0","0","97.4436589057284","0","0","0","1","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-10-18 00:00:00"
"3852M","-","0","520","","","398","0","0","0","0","0","0","0","0","0","0","0","0","1.343","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-10-23 00:00:00"
"3853M","-","0","530","","","458","0","0","0","0","0","0","0","0","0","0","0","0","0.829","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-10-20 00:00:00"
"3854M","-","0","510","","","394","0","0","0","0","0","0","0","0","0","0","0","0","0.857","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-10-27 00:00:00"
"3855M","-","0","590","","","394","542","0","0","0","1","0","0","0","112.371198142351","0","0","0","0.786","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-10-27 00:00:00"
"3856M","-","0","460","","","380","0","0","0","0","0","0","0","0","0","0","0","0","0.571","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-10-27 00:00:00"
"3857M","-","0","484","","","390","0","0","0","0","0","0","0","0","0","0","0","0","1.057","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-10-28 00:00:00"
"3858M","-","0","490","","","398","0","0","0","0","0","0","0","0","0","0","0","0","0.914","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-10-01 00:00:00"
"3859M","-","0","530","","","358","459","0","0","0","2","0","0","0","95.1630626334667","0","0","0","1.286","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-12-11 00:00:00"
"3860M","-","0","566","","","390","507","0","0","0","1","0","0","0","105.114755457882","0","0","0","1.429","MESTIZO BRAHMAN","7 MAT","MAUTE","1992-12-13 00:00:00"
"3861M","-","0","562","","","464","561","0","0","0","1","0","0","0","116.310409885348","0","0","0","1.818","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-11-20 00:00:00"
"3862M","-","0","542","","","350","493","0","0","0","2","0","0","0","102.212178384094","0","0","0","0.857","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-11-21 00:00:00"
"3863M","-","0","520","","","438","0","0","0","0","0","0","0","0","0","0","0","0","1.171","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-11-23 00:00:00"
"3864M","-","0","562","","","420","560","0","0","0","1","0","0","0","116.103082951506","0","0","0","0.818","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-12-01 00:00:00"
"3865M","-","0","480","","","420","431","0","0","0","3","0","0","0","89.3579084858914","0","0","0","0.556","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-12-04 00:00:00"
"3867M","-","0","490","","","364","0","0","0","0","0","0","0","0","0","0","0","0","1.057","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-12-12 00:00:00"
"3868M","-","0","486","","","350","0","0","0","0","0","0","0","0","0","0","0","0","1.229","MESTIZO BRAHMAN","7 MAT","MAUTE","1993-12-26 00:00:00"
"4801M","-","0","494","","","392","0","0","0","0","0","0","0","0","0","0","0","0","1.333","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-01-07 00:00:00"
"4802M","-","0","480","","","382","475","0","0","0","2","0","0","0","98.4802935749383","0","0","0","0.413","MESTIZO BRAHMAN","5 MAU","MAUTE","1994-01-18 00:00:00"
"4803M","-","0","548","","","450","0","0","0","0","0","0","0","0","0","0","0","0","2","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-01-22 00:00:00"
"4807M","-","0","500","","","460","0","0","0","0","0","0","0","0","0","0","0","0","0.929","MESTIZO BRAHMAN","5 MAU","MAUTE","1994-02-03 00:00:00"
"4808M","-","0","482","","","350","475","0","0","0","2","0","0","0","98.4802935749383","0","0","0","0.667","MESTIZO BRAHMAN","5 MAU","MAUTE","1994-02-03 00:00:00"
"4810M","-","0","468","","","426","0","0","0","0","0","0","0","0","0","0","0","0","0.656","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-02-06 00:00:00"
"4811M","-","0","480","","","386","489","0","0","0","2","0","0","0","101.382870648726","0","0","0","0.471","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-02-09 00:00:00"
"4812M","-","0","466","","","380","474","0","0","0","2","0","0","0","98.2729666410963","0","0","0","0.118","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-02-09 00:00:00"
"4813M","-","0","486","","","380","496","0","0","0","2","0","0","0","102.83415918562","0","0","0","0.412","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-02-10 00:00:00"
"4814M","-","0","410","","","410","0","0","0","0","0","0","0","0","0","0","0","0","0","MESTIZO BRAHMAN","5 MAU","MAUTE","1994-02-10 00:00:00"
"4815M","-","0","424","","","398","0","0","0","0","0","0","0","0","0","0","0","0","0.413","MESTIZO BRAHMAN","5 MAU","MAUTE","1994-02-14 00:00:00"
"4816M","-","0","526","","","392","539","0","0","0","1","0","0","0","111.749217340825","0","0","0","0.647","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-02-14 00:00:00"
"4817M","-","0","484","","","370","490","0","0","0","2","0","0","0","101.590197582568","0","0","0","0.219","MESTIZO BRAHMAN","5 MAU","MAUTE","1994-02-21 00:00:00"
"4818M","-","0","508","","","416","0","0","0","0","0","0","0","0","0","0","0","0","0.722","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-02-21 00:00:00"
"4819M","-","0","496","","","386","507","0","0","0","1","0","0","0","105.114755457882","0","0","0","1.059","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-02-22 00:00:00"
"4820M","-","0","430","","","404","431","0","0","0","3","0","0","0","89.3579084858914","0","0","0","-0.781","MESTIZO BRAHMAN","5 MAU","MAUTE","1994-02-28 00:00:00"
"4821M","-","0","486","","","386","481","0","0","0","2","0","0","0","99.7242551779902","0","0","0","0.762","MESTIZO BRAHMAN","5 MAU","MAUTE","1994-03-01 00:00:00"
"4823M","-","0","512","","","412","522","0","0","0","1","0","0","0","108.224659465511","0","0","0","1.059","MESTIZO BRAHMAN","7 MAT","MAUTE","1994-03-07 00:00:00"
