"SERIE","NOMBRE","CODM","NOMBREM","CODP","NOMBREP","PAJU","FNAC","FECR","FECS","TIPO","RAZA","SEXO","COLORBO","COLORPE","COLORMO","OBSER","PROCEDE","ESTADO","PESOI","PRECIO","PPIES","PESACT","FULPES","PESDES","FECDES","NPARTO","DPARTO","NSERVI","FECUA","FECUP","ABORTO","EDADPP","PESOPP","TIPOAP","TIPOPS","LOTE","LPROD","LPAST","LNACI","LTEMP","ASOC1","SERIE1","ASOC2","SERIE2","ASOC3","SERIE3","ULTGDP","COD","CODAP","CODPS","TIPOREGISTRO1","TIPOREGISTRO2","RAZAPADRE","RAZAMADRE","FECNACPADRE","FECNACMADRE","NROREGPADRE1","NROREGPADRE2","NROREGMADRE1","NROREGMADRE2","ASOCPADRE1","ASOCPADRE2","ASOCMADRE1","ASOCMADRE2","TIPOREGPADRE1","TIPOREGPADRE2","TIPOREGMADRE1","TIPOREGMADRE2","CODAINIORD","Pa1","Pa2","Pa3","Pa4","UA","EsPajuelaPadre","Vaquera","Historia","NCRIAS","NPARREPOR","NABOREPOR"
"270200","","","","","","","","","","","","False","","","","","","","","","","423","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"150326","","","","","","","","","","","","False","","","","","","","","","","456","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220075","","","","","","","","","","","","False","","","","","","","","","","395","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"7103247","","","","","","","","","","","","False","","","","","","","","","","440","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270060","","","","","","","","","","","","False","","","","","","","","","","446","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"230004","","","","","","","","","","","","False","","","","","","","","","","596","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270186","","","","","","","","","","","","False","","","","","","","","","","466","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"194008","","","","","","","","","","","","False","","","","","","","","","","461","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270009","","","","","","","","","","","","False","","","","","","","","","","438","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270052","","","","","","","","","","","","False","","","","","","","","","","407","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"230048","","","","","","","","","","","","False","","","","","","","","","","419","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270862","","","","","","","","","","","","False","","","","","","","","","","390","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270008","","","","","","","","","","","","False","","","","","","","","","","431","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270206","","","","","","","","","","","","False","","","","","","","","","","458","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"150515","","","","","","","","","","","","False","","","","","","","","","","418","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"271241","","","","","","","","","","","","False","","","","","","","","","","422","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270069","","","","","","","","","","","","False","","","","","","","","","","454","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"150142","","","","","","","","","","","","False","","","","","","","","","","486","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270093","","","","","","","","","","","","False","","","","","","","","","","422","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220062","","","","","","","","","","","","False","","","","","","","","","","410","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"140013","","","","","","","","","","","","False","","","","","","","","","","366","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220036","","","","","","","","","","","","False","","","","","","","","","","465","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220069","","","","","","","","","","","","False","","","","","","","","","","338","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270208","","","","","","","","","","","","False","","","","","","","","","","415","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220110","","","","","","","","","","","","False","","","","","","","","","","378","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220101","","","","","","","","","","","","False","","","","","","","","","","454","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"114031","","","","","","","","","","","","False","","","","","","","","","","427","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270158","","","","","","","","","","","","False","","","","","","","","","","469","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"2103007","","","","","","","","","","","","False","","","","","","","","","","447","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"150246","","","","","","","","","","","","False","","","","","","","","","","448","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"164182","","","","","","","","","","","","False","","","","","","","","","","398","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270894","","","","","","","","","","","","False","","","","","","","","","","403","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220017","","","","","","","","","","","","False","","","","","","","","","","469","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"194019","","","","","","","","","","","","False","","","","","","","","","","464","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270835","","","","","","","","","","","","False","","","","","","","","","","454","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270181","","","","","","","","","","","","False","","","","","","","","","","405","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"170016","","","","","","","","","","","","False","","","","","","","","","","484","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"194110","","","","","","","","","","","","False","","","","","","","","","","481","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"114144","","","","","","","","","","","","False","","","","","","","","","","424","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270085","","","","","","","","","","","","False","","","","","","","","","","437","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"7103235","","","","","","","","","","","","False","","","","","","","","","","474","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220176","","","","","","","","","","","","False","","","","","","","","","","432","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"71525","","","","","","","","","","","","False","","","","","","","","","","406","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270125","","","","","","","","","","","","False","","","","","","","","","","404","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270184","","","","","","","","","","","","False","","","","","","","","","","450","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220077","","","","","","","","","","","","False","","","","","","","","","","436","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220009","","","","","","","","","","","","False","","","","","","","","","","435","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270219","","","","","","","","","","","","False","","","","","","","","","","448","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"114184","","","","","","","","","","","","False","","","","","","","","","","468","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"150232","","","","","","","","","","","","False","","","","","","","","","","432","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"114210","","","","","","","","","","","","False","","","","","","","","","","440","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270195","","","","","","","","","","","","False","","","","","","","","","","471","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"170065","","","","","","","","","","","","False","","","","","","","","","","469","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"114170","","","","","","","","","","","","False","","","","","","","","","","401","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"114180","","","","","","","","","","","","False","","","","","","","","","","416","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270061","","","","","","","","","","","","False","","","","","","","","","","400","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270154","","","","","","","","","","","","False","","","","","","","","","","398","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270915","","","","","","","","","","","","False","","","","","","","","","","435","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"114196","","","","","","","","","","","","False","","","","","","","","","","428","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220023","","","","","","","","","","","","False","","","","","","","","","","414","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"222126","","","","","","","","","","","","False","","","","","","","","","","456","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270048","","","","","","","","","","","","False","","","","","","","","","","433","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270007","","","","","","","","","","","","False","","","","","","","","","","442","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270012","","","","","","","","","","","","False","","","","","","","","","","467","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270064","","","","","","","","","","","","False","","","","","","","","","","410","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"7103132","","","","","","","","","","","","False","","","","","","","","","","439","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"260038","","","","","","","","","","","","False","","","","","","","","","","437","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270215","","","","","","","","","","","","False","","","","","","","","","","387","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220173","","","","","","","","","","","","False","","","","","","","","","","397","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270847","","","","","","","","","","","","False","","","","","","","","","","431","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"230024","","","","","","","","","","","","False","","","","","","","","","","506","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220102","","","","","","","","","","","","False","","","","","","","","","","420","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270140","","","","","","","","","","","","False","","","","","","","","","","418","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220063","","","","","","","","","","","","False","","","","","","","","","","363","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220044","","","","","","","","","","","","False","","","","","","","","","","425","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270159","","","","","","","","","","","","False","","","","","","","","","","440","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"170005","","","","","","","","","","","","False","","","","","","","","","","457","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270063","","","","","","","","","","","","False","","","","","","","","","","494","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"194080","","","","","","","","","","","","False","","","","","","","","","","458","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"270129","","","","","","","","","","","","False","","","","","","","","","","402","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"170017","","","","","","","","","","","","False","","","","","","","","","","466","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
"220201","","","","","","","","","","","","False","","","","","","","","","","439","1997-05-03 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","False","","False","0","0","0"
